timestamp,datetime,ttft,tokens,throughput,avg_inter_token,total_duration,error
1737512164.7926738,2025-01-22T02:16:04.792674,0.23602867126464844,200,7.580861149369895,0.13190823703555007,26.486344575881958,
1737512165.293314,2025-01-22T02:16:05.293314,0.14947843551635742,199,7.195566627000337,0.13826536409782642,27.66642189025879,
1737512166.2943861,2025-01-22T02:16:06.294386,0.24722027778625488,200,7.225799454434139,0.13839054347282678,27.78742551803589,
1737512167.7951345,2025-01-22T02:16:07.795135,0.24725770950317383,200,7.215568029211991,0.13858513496628957,27.82651400566101,
1737512169.796428,2025-01-22T02:16:09.796428,0.15797972679138184,200,7.203161053793566,0.13882575921676865,27.78473949432373,
1737512172.2966616,2025-01-22T02:16:12.296662,0.2650480270385742,199,7.151637514594178,0.13911525288013496,27.95101499557495,
1737512175.2971673,2025-01-22T02:16:15.297167,0.1526317596435547,199,7.136064052637302,0.13942414582377732,27.899019479751587,
1737512178.7973783,2025-01-22T02:16:18.797378,0.23228120803833008,199,7.118760057513964,0.13976141539486972,28.04611372947693,
1737512182.798271,2025-01-22T02:16:22.798271,0.22761869430541992,199,7.098450436301356,0.14016816351148817,28.12103033065796,
1737512187.2993474,2025-01-22T02:16:27.299347,0.19936561584472656,200,7.125134897056619,0.14034632582161294,28.128661394119263,
1737512191.2791052,2025-01-22T02:16:31.279105,0.2819852828979492,199,7.08153050189796,0.1404902007844713,28.242042779922485,
1737512192.9598176,2025-01-22T02:16:32.959818,0.28223538398742676,200,7.1128324320614364,0.1405890335389717,28.259838104248047,
1737512194.0818772,2025-01-22T02:16:34.081877,0.28147292137145996,199,7.073727281842779,0.1406496125038224,28.272373914718628,
1737512195.621721,2025-01-22T02:16:35.621721,0.2813296318054199,200,7.103599057354482,0.14076915218602473,28.295298099517822,
