timestamp,datetime,ttft,tokens,throughput,avg_inter_token,total_duration,error
1737513318.696069,2025-01-22T02:35:18.696069,0.14509248733520508,200,7.71736600856907,0.12957520580770981,25.931092500686646,
1737513319.1972506,2025-01-22T02:35:19.197251,0.15837764739990234,199,7.196303064709582,0.13825194402174515,27.672505140304565,
1737513320.197819,2025-01-22T02:35:20.197819,0.25572729110717773,199,7.189970551301335,0.13837197573498042,27.794087648391724,
1737513321.6985114,2025-01-22T02:35:21.698511,0.25734543800354004,199,7.180126990914652,0.13856355349222818,27.83345937728882,
1737513323.6992567,2025-01-22T02:35:23.699257,0.16916823387145996,199,7.16781518532081,0.13880597702180497,27.792648315429688,
1737513326.200126,2025-01-22T02:35:26.200126,0.2736976146697998,199,7.151223245854913,0.13912395877067488,27.961268424987793,
1737513329.2020292,2025-01-22T02:35:29.202029,0.1580672264099121,200,7.171555221005109,0.1394357273926088,27.906581163406372,
1737513332.7029028,2025-01-22T02:35:32.702903,0.23259305953979492,199,7.1162645998205765,0.13981016115708786,28.05617904663086,
1737513336.703866,2025-01-22T02:35:36.703866,0.2252342700958252,200,7.130846199038492,0.14023364728419624,28.132160663604736,
1737513341.204788,2025-01-22T02:35:41.204788,0.2024998664855957,199,7.087465219265353,0.14038301718355428,28.139144897460938,
1737513344.6273072,2025-01-22T02:35:44.627307,0.28287410736083984,200,7.114124166812018,0.1405617412011228,28.255396842956543,
1737513346.869832,2025-01-22T02:35:46.869832,0.28270959854125977,199,7.072060019811287,0.1406880785720517,28.2802095413208,
1737513347.9919794,2025-01-22T02:35:47.991979,0.2813534736633301,199,7.068572023696179,0.14075678406339703,28.29266881942749,
1737513349.532056,2025-01-22T02:35:49.532056,0.28192758560180664,199,7.063284658967585,0.14086150520979757,28.31421136856079,
1737513351.491992,2025-01-22T02:35:51.491992,0.282834529876709,199,7.056149766606527,0.14099378055996364,28.34346342086792,
1737513354.1614797,2025-01-22T02:35:54.161480,0.28305482864379883,199,7.047387926126135,0.14116998874779904,28.378570795059204,
1737513357.1086853,2025-01-22T02:35:57.108685,0.2822234630584717,200,7.069589857971092,0.1414467617494976,28.430956840515137,
1737513360.7591612,2025-01-22T02:36:00.759161,0.2834587097167969,199,7.017105868834079,0.14178775175653321,28.50021982192993,
1737513364.8360996,2025-01-22T02:36:04.836100,0.28349876403808594,199,6.996263272178918,0.14220985378881898,28.584320545196533,
1737513369.3440166,2025-01-22T02:36:09.344017,0.28530287742614746,199,6.969983643699627,0.1427475262169886,28.692830085754395,
